onset	duration	nwb_table	cv_transition_time	speak	condition	label
130.6659367	0.5468718999999851	trials	130.7781375	True	naa	
133.2789852	0.4126645999999994	trials	133.3093069	True	thoo	
134.1339663	0.46233309999999506	trials	134.1920156	True	paa	
135.1781659	0.4413803999999857	trials	135.2217887	True	mee	
136.4404796	0.45855470000000764	trials	136.4885677	True	taa	
137.4739301	0.508117900000002	trials	137.5371427	True	yoo	
138.9633766	0.5471871999999962	trials	139.0305399	True	voo	
140.5502981	0.4943527000000074	trials	140.6183085	True	thaa	
141.2719637	0.5907972000000257	trials	141.45779	True	soo	
142.2504308	0.5064260000000047	trials	142.2946796	True	yaa	
143.0374854	0.3881399999999928	trials	143.0666632	True	dee	
143.8082696	0.3877965000000074	trials	143.8228437	True	boo	
144.5924569	0.4276337999999953	trials	144.6035191	True	lee	
146.1917239	0.4472197000000051	trials	146.279313	True	koo	
146.914729	0.6052579999999921	trials	147.1225729	True	see	
148.4779715	0.5124821999999938	trials	148.5758652	True	too	
149.317453	0.4472197000000051	trials	149.3420921	True	daa	
150.6457161	0.43691510000002154	trials	150.817116	True	saa	
155.4934664	0.4701436000000001	trials	155.5558888	True	wee	
156.240165	0.6763746000000026	trials	156.5138432	True	she	
158.0045755	0.4946491000000037	trials	158.1536487	True	poo	
158.7718288	0.6077239999999904	trials	158.9663383	True	shaa	
159.6931562	0.47092969999999923	trials	159.777699	True	ree	
163.239378	0.6013097000000016	trials	163.4131173	True	vaa	
164.2584381	0.5367594999999881	trials	164.4190828	True	loo	
165.9690019	0.5558499999999924	trials	166.0651316	True	laa	
167.1117822	0.4916343000000154	trials	167.1931886	True	taa	
167.9364938	0.5853014000000201	trials	168.138353	True	zoo	
169.3954932	0.45908130000000824	trials	169.4536747	True	hee	
170.6428257	0.6205991999999867	trials	170.8781141	True	faa	
172.7030915	0.43695690000001264	trials	172.7173143	True	gee	
174.1435481	0.4551305999999897	trials	174.1917477	True	tee	
174.7945496	0.45202849999998307	trials	174.8578503	True	moo	
175.8888982	0.4346937999999909	trials	175.9675567	True	koo	
176.5946159	0.44564869999999246	trials	176.6875049	True	fee	
177.5956837	0.5437395000000151	trials	177.7530006	True	shoo	
178.3097926	0.4582112999999879	trials	178.4009154	True	maa	
180.6820994	0.4440683999999919	trials	180.7626365	True	roo	
182.3493313	0.43379630000001157	trials	182.388049	True	lee	
183.1972651	0.5735590999999829	trials	183.2635432	True	yee	
184.2411212	0.5214127999999789	trials	184.2931181	True	raa	
184.9926701	0.5025210999999956	trials	185.1867401	True	soo	
185.9602722	0.4496241000000225	trials	185.9825988	True	doo	
186.8172715	0.4551198999999997	trials	186.8318934	True	bee	
187.9445949	0.5719137000000103	trials	187.9847328	True	yaa	
188.8393778	0.4479067000000043	trials	188.8539058	True	baa	
189.624932	0.4434454999999957	trials	189.6737071	True	nee	
190.6862805	0.46619279999998753	trials	190.7629257	True	noo	
193.992022	0.4125276000000042	trials	194.0960985	True	kee	
195.5799611	0.4509431000000177	trials	195.6641154	True	too	
196.4218471	0.5588261000000045	trials	196.5513415	True	thoo	
197.5893584	0.5780881000000022	trials	197.7473623	True	saa	
198.8200713	0.4884380999999962	trials	198.8729682	True	thaa	
199.6482178	0.3974140999999918	trials	199.6790602	True	goo	
200.3933624	0.39033770000000345	trials	200.4154868	True	boo	
201.1297889	0.4065753000000143	trials	201.1771984	True	woo	
202.7884575	0.4747560000000135	trials	202.8610235	True	naa	
203.6519709	0.45641539999999736	trials	203.6962197	True	waa	
204.5140959	0.4306611000000089	trials	204.536947	True	gaa	
205.3454763	0.5045172000000093	trials	205.4872003	True	zee	
206.3889436	0.4171872999999948	trials	206.4263707	True	paa	
207.370451	0.41726769999999647	trials	207.4186506	True	mee	
208.1619896	0.5130110000000059	trials	208.3032145	True	zaa	
209.1064265	0.4079287000000136	trials	209.1246001	True	hoo	
210.0378354	0.42371079999998074	trials	210.0554053	True	daa	
210.9198374	0.4630320999999924	trials	210.9824951	True	foo	
211.8807453	0.5151057999999864	trials	212.0414323	True	see	
212.9157291	0.4221775999999977	trials	212.9601426	True	pee	
213.8319443	0.455543299999988	trials	213.9117887	True	kaa	
214.85245	0.4045605999999964	trials	214.8895874	True	yoo	
215.9104706	0.43537670000000617	trials	215.9555096	True	thee	
217.1897352	0.4462985000000117	trials	217.2482068	True	voo	
218.1205405	0.4636461000000054	trials	218.1639991	True	vee	
219.6805509	0.36955360000001747	trials	219.8008166	True	haa	
220.3647181	0.2540051999999946	trials	220.3875016	True	dee	
227.2278483	0.3895921999999814	trials	227.2827414	True	hee	
228.1360791	0.44298280000001	trials	228.1834867	True	thaa	
229.4255671	0.43433970000000954	trials	229.5163901	True	tee	
230.8408101	0.38053769999999076	trials	230.8697278	True	vee	
232.0834094	0.4045605000000023	trials	232.1126452	True	lee	
234.8874271	0.4553808999999944	trials	235.021214	True	zoo	
236.0791056	0.47158140000001936	trials	236.1542995	True	noo	
237.2468308	0.4087675000000104	trials	237.3092093	True	haa	
238.2727112	0.44724990000000275	trials	238.3130092	True	woo	
241.1180674	0.3749915999999871	trials	241.125969	True	baa	
242.1437913	0.38075609999998505	trials	242.1681864	True	gee	
243.3779172	0.34213809999999967	trials	243.3953007	True	boo	
244.4430492	0.43092359999999985	trials	244.4983602	True	maa	
245.4713091	0.4097018999999875	trials	245.4844764	True	bee	
246.6594403	0.42905540000000997	trials	246.7242332	True	noo	
247.8201813	0.4922679999999957	trials	247.8596892	True	yoo	
248.8963755	0.44248799999999733	trials	248.9485259	True	hoo	
249.9830201	0.46808809999998857	trials	250.0848218	True	vaa	
251.13015	0.4638224000000264	trials	251.1925	True	yee	
254.119906	0.47368440000002465	trials	254.239326	True	nee	
255.4801393	0.43284189999999967	trials	255.5884608	True	koo	
256.5895463	0.5136390999999776	trials	256.7480331	True	see	
257.5857348	0.448809400000016	trials	257.6291935	True	wee	
259.7455185	0.5700193999999783	trials	259.927534	True	saa	
261.3179553	0.4430525000000216	trials	261.3849903	True	faa	
262.2027285	0.4323979000000122	trials	262.2816394	True	moo	
263.4710661	0.39732660000004216	trials	263.4963707	True	daa	
264.6661536	0.40531760000004624	trials	264.6900387	True	dee	
266.1142871	0.5225178000000028	trials	266.2647829	True	shoo	
267.4438885	0.5353920999999673	trials	267.5602009	True	zaa	
268.5106773	0.5065359000000171	trials	268.5428455	True	laa	
269.6786844	0.5140829000000053	trials	269.7596877	True	naa	
270.8360369	0.4741283999999837	trials	270.8761799	True	ree	
272.0076851	0.5299752999999896	trials	272.0558847	True	loo	
274.7085288	0.4794555999999943	trials	274.7937654	True	too	
275.9400194	0.5873331999999891	trials	276.1389047	True	soo	
277.5595139	0.4528191999999649	trials	277.6138508	True	roo	
279.2362767	0.4533172999999806	trials	279.3055775	True	raa	
280.5592191	0.5602526999999782	trials	280.7212573	True	shee	
281.6983701	0.48211919999999964	trials	281.7969434	True	nee	
284.0255055	0.6073104000000171	trials	284.215512	True	zoo	
287.9237459	0.4804925000000253	trials	287.9841218	True	taa	
289.099744	0.4628648999999996	trials	289.1650032	True	kaa	
290.6601944	0.48611469999997325	trials	290.713868	True	waa	
291.7527317	0.5642481999999518	trials	291.8894653	True	shaa	
293.1870602	0.44797869999996465	trials	293.2320992	True	paa	
294.3355768	0.4428600999999617	trials	294.3651847	True	gaa	
295.7375405	0.4714646999999559	trials	295.7661335	True	doo	
296.7013351	0.44527220000003354	trials	296.7822758	True	mee	
297.6593584	0.33073560000002544	trials	297.7423752	True	pee	
301.8594783	0.5850644000000216	trials	302.0539242	True	see	
302.911617	0.47767980000003263	trials	303.0123914	True	hee	
304.0276831	0.4359494000000268	trials	304.0938302	True	haa	
304.8228656094924	0.41199630850360336	invalid_times				
304.9715003	0.5873331000000235	trials	305.175269	True	saa	
306.1341802	0.44704789999997274	trials	306.154331	True	gaa	
307.0629034	0.4212995000000319	trials	307.0867165	True	doo	
307.9805282	0.47412830000001804	trials	308.0198923	True	roo	
308.9913804	0.4349917999999775	trials	309.0584154	True	pee	
309.9573947	0.5407194000000004	trials	310.1576118	True	shee	
311.1955444	0.41464029999997365	trials	311.2665749	True	foo	
312.1295949	0.40975700000001325	trials	312.2254861	True	too	
313.1724109	0.4883343999999852	trials	313.2104353	True	yaa	
314.7080006	0.4186358000000041	trials	314.7732599	True	nee	
315.4902236	0.480787399999997	trials	315.5722153	True	lee	
316.5046273	0.49382190000000037	trials	316.693302	True	zoo	
317.3827414	0.4084252000000106	trials	317.4180227	True	gee	
318.0886066	0.4212994000000094	trials	318.1440992	True	fee	
318.7673914	0.5655800999999769	trials	319.0000162	True	soo	
320.4712346	0.3795690000000036	trials	320.5114884	True	waa	
321.860768	0.47440330000000586	trials	321.9508879	True	kee	
322.642547	0.5012087000000065	trials	322.7191877	True	mee	
323.966846	0.5216051000000448	trials	324.0355897	True	laa	
324.9482214	0.4254467999999747	trials	324.9987914	True	ree	
326.0253727	0.45237520000000586	trials	326.1042214	True	loo	
326.7951653	0.46081010000000333	trials	326.8074614	True	goo	
328.0140315	0.45434499999998934	trials	328.0748736	True	maa	
329.7371581	0.41286460000003444	trials	329.8303856	True	koo	
330.7914343	0.42715290000001005	trials	330.8643227	True	haa	
331.6638594	0.4252948000000174	trials	331.748208	True	kaa	
332.4902724	0.4090730000000349	trials	332.5297802	True	vee	
333.3136162	0.3763869999999656	trials	333.3534964	True	paa	
334.016066	0.4521646999999689	trials	334.0832294	True	wee	
334.9636682	0.36879980000003343	trials	334.9745268	True	baa	
335.9869507	0.4462063999999941	trials	336.0467702	True	yee	
337.809326	0.4377251999999885	trials	337.8530697	True	yoo	
338.6421581	0.3911114999999654	trials	338.7145204	True	poo	
339.7764258	0.4532630999999583	trials	339.8474563	True	taa	
340.4143681	0.5389435999999819	trials	340.5728548	True	zaa	
342.0329747	0.5052041999999801	trials	342.21721	True	moo	
342.8310604	0.5079868999999917	trials	342.9448431	True	faa	
344.1310369	0.46997579999998607	trials	344.1940817	True	thoo	
344.7512216	0.6095301999999947	trials	344.9301296	True	shoo	
345.932547	0.5561513999999761	trials	346.1380914	True	zee	
346.811105	0.4146403000000305	trials	346.8260955	True	daa	
347.7571419	0.4230751999999711	trials	347.7956185	True	voo	
348.4630071	0.5322844999999461	trials	348.5502186	True	noo	
349.8911155	0.5088612999999782	trials	349.9574887	True	vaa	
350.5890376	0.42963230000003705	trials	350.6330732	True	raa	
351.1909242	0.504910499999994	trials	351.3371033	True	shaa	
352.1894426	0.5029844999999682	trials	352.2569216	True	thaa	
353.1496857	0.4306739999999536	trials	353.2074055	True	woo	
354.3934316	0.44011750000004213	trials	354.4582244	True	hoo	
355.7793674	0.34213809999999967	trials	355.8007016	True	bee	
356.4557097	0.31297790000002124	trials	356.549825	True	tee	
361.1983182	0.5110401999999681	trials	361.3573785	True	zee	
361.9432242	0.46458200000000716	trials	362.0290538	True	poo	
362.6936423	0.5504114999999956	trials	362.8786876	True	shoo	
364.192116	0.39607580000000553	trials	364.2319806	True	hoo	
365.8812871	0.44267559999997275	trials	365.9514036	True	faa	
369.6592223	0.4321918999999639	trials	369.7285159	True	hee	
370.3844426	0.42599810000001526	trials	370.4608231	True	kaa	
371.1159517	0.41970930000002227	trials	371.1431611	True	wee	
371.8718924	0.5968698000000359	trials	372.1081205	True	see	
372.9246824	0.5149774000000207	trials	373.0766559	True	shee	
373.8274703	0.41128009999999904	trials	373.8661913	True	vaa	
374.5537512	0.31981329999996433	trials	374.5688302	True	boo	
375.2057297	0.399354599999981	trials	375.2423577	True	maa	
376.1946857	0.44114060000003974	trials	376.2218951	True	ree	
376.8563059	0.5110402000000249	trials	377.0098542	True	shaa	
377.7996436	0.3290004999999496	trials	377.8303876	True	doo	
378.4007379	0.36586609999994835	trials	378.4582961	True	lee	
379.4670901	0.4003304999999955	trials	379.5108085	True	gee	
380.3776034	0.46465230000001156	trials	380.42365	True	vee	
381.9012297	0.5072781000000077	trials	382.0583054	True	soo	
383.335627	0.4151441999999861	trials	383.4049984	True	taa	
384.3522647	0.3589545000000385	trials	384.3679625	True	bee	
385.0973829	0.4588501000000065	trials	385.1277319	True	raa	
386.0654087	0.4753917000000456	trials	386.1020367	True	gaa	
386.994966	0.40864060000001245	trials	387.0658764	True	fee	
387.8617466	0.4426037000000065	trials	387.9195561	True	thaa	
389.016579	0.403132600000049	trials	389.0448349	True	waa	
390.111233	0.34218399999997473	trials	390.145768	True	voo	
391.3000733	0.40636380000000827	trials	391.317864	True	roo	
392.1498429	0.44505340000000615	trials	392.2168198	True	naa	
392.9385013	0.5058328000000074	trials	393.1144588	True	shaa	
394.0979423	0.3970787999999743	trials	394.1954958	True	saa	
395.5280039	0.35336030000001983	trials	395.5579925	True	daa	
396.2814814	0.4227917999999704	trials	396.347453	True	paa	
397.2945072	0.5119121000000177	trials	397.4870659	True	nee	
398.1495094	0.3791668999999729	trials	398.2175329	True	laa	
399.1510236	0.4193069000000378	trials	399.1625353	True	baa	
399.8517903	0.43320970000002035	trials	399.9504277	True	mee	
400.4717247	0.500124000000028	trials	400.5575389	True	moo	
401.3487037	0.4512655000000336	trials	401.408355	True	woo	
402.2429342	0.447300700000028	trials	402.3332615	True	foo	
403.1895642	0.4725922999999739	trials	403.2994021	True	zoo	
404.1235483	0.4357388000000242	trials	404.1965327	True	too	
405.1611553	0.47121989999999414	trials	405.1904577	True	yaa	
406.2747829	0.4328482999999892	trials	406.3455995	True	tee	
408.4249336	0.5126976000000241	trials	408.4765127	True	yoo	
410.9107049	0.48708030000000235	trials	411.0488448	True	haa	
413.2397391	0.40249840000001313	trials	413.3127236	True	kee	
414.8869475	0.2736520999999925	trials	414.9480087	True	koo	
417.1584981	0.3945495000000392	trials	417.234373	True	koo	
418.4494556	0.3858781999999792	trials	418.5116008	True	pee	
419.945263	0.2760526000000141	trials	420.0168146	True	koo	
421.1737265	0.3590987000000041	trials	421.2311747	True	kee	
422.018106	0.3862394000000222	trials	422.0397845	True	pee	
422.928605	0.4671726999999919	trials	422.9456195	True	yee	
423.9525551	0.44802329999998847	trials	423.9963199	True	loo	
425.50221	0.3685353000000191	trials	425.5305099	True	goo	
430.9894119	0.43971320000002834	trials	431.116954	True	mee	
432.0220334	0.528956600000015	trials	432.1266896	True	wee	
436.6048992	0.5226383000000396	trials	436.7112695	True	kee	
437.7799979	0.7328663999999776	trials	438.0312664	True	see	
439.6628362	0.5326890999999705	trials	439.8655261	True	zoo	
441.151183	0.5125876000000176	trials	441.2081372	True	pee	
442.5742	0.4296690999999555	trials	442.5845071	True	baa	
444.2683486	0.4818361999999752	trials	444.3221909	True	thoo	
445.7784688	0.45314070000000584	trials	445.8119572	True	hoo	
447.4455661	0.39453589999999394	trials	447.4685894	True	goo	
448.8357772	0.6180497999999943	trials	449.0465886	True	shoo	
450.507667	0.5083125999999538	trials	450.5673183	True	roo	
452.2249969	0.529536300000018	trials	452.2804622	True	yee	
453.642642	0.5906355999999846	trials	453.7895358	True	zaa	
455.1123299	0.48970769999999675	trials	455.15733	True	laa	
456.4591939	0.447996900000021	trials	456.4926823	True	voo	
458.9853193	0.4228344999999649	trials	459.0598302	True	poo	
460.384669	0.45857770000003484	trials	460.4422273	True	loo	
462.1602126	0.5748853000000054	trials	462.3016622	True	shaa	
464.1838209	0.42562639999999874	trials	464.2419758	True	thaa	
466.2985214	0.4227917999999704	trials	466.3508471	True	vaa	
467.6225314	0.5239998000000128	trials	467.7397499	True	foo	
469.3829283	0.43767609999997603	trials	469.4316936	True	maa	
470.8516421	0.5539858000000208	trials	471.0164143	True	saa	
472.1670935	0.45948419999996304	trials	472.256446	True	too	
473.4764871	0.5282402000000275	trials	473.6197541	True	shee	
474.8228333	0.5691304000000059	trials	474.9919158	True	zee	
476.2648927	0.43464719999997214	trials	476.2895935	True	dee	
477.5682285	0.48220100000003185	trials	477.6563412	True	lee	
478.8326233	0.565666799999974	trials	478.884949	True	yaa	
480.0561673	0.4849268999999481	trials	480.0978591	True	gaa	
481.5130683	0.4270750000000021	trials	481.5294907	True	doo	
482.4724001	0.4893912	trials	482.5268188	True	woo	
483.7589979	0.47372000000001435	trials	483.8695528	True	taa	
484.8890806	0.4982540999999969	trials	485.0002413	True	tee	
485.9385946	0.5494424999999978	trials	486.0535721	True	ree	
486.9735698	0.447974400000021	trials	487.0626195	True	koo	
488.1318213	0.45554659999999103	trials	488.1945195	True	hee	
489.2364613	0.5103697000000125	trials	489.3438131	True	vee	
490.1938967	0.5997222000000306	trials	490.3620006	True	fee	
491.4200975	0.4272758000000181	trials	491.4630045	True	bee	
492.3753107	0.4631188000000179	trials	492.4710239	True	haa	
493.3733333	0.442522399999973	trials	493.4471957	True	naa	
494.5243154	0.4334357000000182	trials	494.5659195	True	boo	
495.3336376	0.6291026000000102	trials	495.5550502	True	soo	
496.6097619	0.4158193999999753	trials	496.6317387	True	gee	
497.3645153	0.5470194000000106	trials	497.5099025	True	faa	
499.2512173	0.43464719999997214	trials	499.2981652	True	nee	
500.1009337	0.4784564000000273	trials	500.1532594	True	raa	
502.7671648	0.40405530000003864	trials	502.8344291	True	noo	
504.256642	0.4845361000000139	trials	504.3204794	True	paa	
505.0573163	0.4823523000000023	trials	505.1481833	True	koo	
506.2328325	0.44888310000004594	trials	506.3049204	True	kaa	
507.0131607	0.4645499000000086	trials	507.0769981	True	waa	
507.8708618	0.3477177999999981	trials	507.8911862	True	daa	
508.5526673	0.2835051000000135	trials	508.5902578	True	moo	
515.0	15.0	epochs				rest_period
517.0344643417271	0.16479582333545295	invalid_times				
539.315269256691	3.2135185550428105	invalid_times				
