onset	duration	nwb_table	cv_transition_time	speak	condition	label
4.6357812	0.3575058999999996	trials	4.6992975	True	raa	
5.314498	0.4845384999999993	trials	5.5086764	True	shee	
7.591103	0.3212109999999999	trials	7.6428234	True	yoo	
8.2543945	0.3230257000000005	trials	8.2643756	True	baa	
9.2044166	0.4328181000000004	trials	9.3269123	True	zee	
10.2633238	0.35296899999999987	trials	10.2851008	True	gee	
11.8485087	0.45005820000000085	trials	11.9455978	True	kee	
12.8738429	0.35296910000000103	trials	12.9273781	True	ree	
15.2248527	0.3611354999999996	trials	15.2402781	True	voo	
16.4570686	0.4055968000000014	trials	16.5314734	True	noo	
18.0377166	0.35659860000000165	trials	18.0849002	True	dee	
18.8716565	0.5071611000000011	trials	19.0022568	True	yee	
20.184567	0.39198619999999806	trials	20.2653234	True	koo	
21.0937572	0.43372540000000015	trials	21.211716	True	fee	
22.0428719	0.3720238999999985	trials	22.0918702	True	hee	
23.3213639	0.41920749999999884	trials	23.3894171	True	vaa	
24.1960738	0.39470839999999896	trials	24.2595901	True	loo	
25.1551697	0.3366363000000021	trials	25.1696877	True	hoo	
26.7548726	0.364765000000002	trials	26.8165742	True	kaa	
27.4771435	0.3883566999999992	trials	27.538845	True	poo	
28.4262582	0.3747460999999994	trials	28.4389615	True	bee	
29.8254312	0.4010598999999999	trials	29.851745	True	paa	
30.6311806	0.4291885999999998	trials	30.6910673	True	taa	
31.5694068	0.42555910000000097	trials	31.6220346	True	naa	
32.4731527	0.5299072999999979	trials	32.6165181	True	saa	
33.6690736	0.6161079000000029	trials	33.8804921	True	shoo	
34.8486617	0.48726059999999904	trials	34.9285107	True	foo	
35.9220868	0.45550249999999437	trials	35.9375122	True	daa	
37.0808053	0.49996389999999735	trials	37.1615617	True	faa	
38.2431532	0.4201149000000015	trials	38.2658376	True	goo	
39.4626659	0.4246517000000054	trials	39.5216453	True	mee	
40.9680017	0.5453326999999959	trials	41.1576432	True	zaa	
42.2256241	0.5362589	trials	42.3998402	True	see	
43.421545	0.4555024000000003	trials	43.5512996	True	zoo	
44.7254435	0.4518730000000062	trials	44.7934966	True	too	
45.8986799	0.4237444000000039	trials	45.9513077	True	vee	
47.1009524	0.4482435000000038	trials	47.2007637	True	thaa	
48.3794444	0.40831900000000587	trials	48.4112026	True	moo	
50.0980135	0.6714579	trials	50.2595264	True	thoo	
52.105128	0.4645762999999974	trials	52.1840697	True	nee	
55.1729645	0.5135745000000043	trials	55.2228701	True	laa	
57.1828011	0.6061267999999984	trials	57.2626501	True	maa	
58.4848849	0.5017786000000015	trials	58.6509346	True	soo	
59.2860974	0.42555909999999386	trials	59.3332809	True	roo	
60.6090508	0.4146706000000009	trials	60.6834556	True	tee	
61.1689015	0.451872900000005	trials	61.2850455	True	haa	
63.3919713	0.43644760000000105	trials	63.4818015	True	waa	
66.2901285	0.4990565000000089	trials	66.3400342	True	lee	
67.441588	0.4246516999999983	trials	67.448847	True	wee	
68.8420528	0.534059599999992	trials	68.9723304	True	yaa	
69.8134674	0.38654190000001165	trials	69.8370592	True	gaa	
71.6118856	0.5135745000000043	trials	71.7570656	True	shaa	
72.7914736	0.36204279999999756	trials	72.8304908	True	doo	
73.5164666	0.33119209999999555	trials	73.589964	True	woo	
85.1535568	0.4845384999999993	trials	85.2461091	True	kee	
85.9293628	0.5008713	trials	86.0318963	True	fee	
87.0726559	0.45368770000000325	trials	87.1661156	True	vaa	
87.8647947	0.37837549999999	trials	87.8811274	True	bee	
89.0044582	0.4373549999999966	trials	89.1977292	True	zoo	
89.5606794	0.5380736000000041	trials	89.7376176	True	shaa	
91.1141062	0.3339141000000012	trials	91.1240873	True	baa	
91.5723308	0.47092779999999834	trials	91.6830306	True	noo	
93.005984	0.39924519999999575	trials	93.0322979	True	waa	
94.6828138	0.3901714999999939	trials	94.7154794	True	woo	
96.2634619	0.427373799999998	trials	96.309738	True	laa	
97.2016881	0.42011480000000745	trials	97.2706486	True	roo	
98.6553036	0.45368770000000325	trials	98.7188199	True	yee	
99.7323582	0.4582246000000083	trials	99.8158368	True	maa	
100.8874472	0.4418918000000076	trials	100.9491487	True	moo	
102.0089632	0.440984499999999	trials	102.0915344	True	nee	
103.0832958	0.42011479999999324	trials	103.1123318	True	hoo	
103.8872304	0.40922639999999433	trials	103.9507467	True	goo	
106.9405488	0.4273738999999921	trials	107.008602	True	hee	
107.784408	0.45368770000000325	trials	107.8706087	True	tee	
108.6917835	0.4155779000000024	trials	108.7144679	True	vee	
109.8123922	0.6197373999999911	trials	110.0628278	True	zee	
111.2360642	0.43554029999999955	trials	111.3349682	True	haa	
112.1597724	0.4536878000000115	trials	112.1969748	True	gaa	
113.3184909	0.5063154999999995	trials	113.5026881	True	shee	
114.5171339	0.5008711999999917	trials	114.6586844	True	shoo	
115.6540753	0.4355401999999913	trials	115.718499	True	pee	
116.6540031	0.46003930000000537	trials	116.73113	True	kaa	
117.7301504	0.46366879999999355	trials	117.7791486	True	wee	
118.7382445	0.44552130000001	trials	118.8062976	True	foo	
120.2363214	0.4146704999999997	trials	120.2798754	True	gee	
121.2035836	0.4990564999999947	trials	121.2725441	True	raa	
122.3895233	0.5126671000000016	trials	122.4339847	True	ree	
123.5192058	0.47637210000000607	trials	123.6054064	True	poo	
124.6815537	0.5244630000000114	trials	124.7722913	True	faa	
125.7676821	0.42918860000000336	trials	125.8021624	True	doo	
126.8946424	0.5008713	trials	127.0316561	True	zaa	
128.3627759	0.4545951000000059	trials	128.4099594	True	naa	
130.8707617	0.4745572999999865	trials	130.9370001	True	paa	
131.9215025	0.3983378000000073	trials	131.9677786	True	mee	
133.3379155	0.4536877999999831	trials	133.3978023	True	taa	
133.9217305	0.5407695000000103	trials	133.9929587	True	yoo	
135.2270712	0.41830009999998197	trials	135.2497556	True	voo	
136.2015925	0.5181114000000093	trials	136.3113849	True	thaa	
137.4020502	0.5117596999999989	trials	137.5472303	True	soo	
138.7957743	0.48726519999999596	trials	138.8538509	True	yaa	
140.0524939	0.3974303999999904	trials	140.0806225	True	dee	
141.3073941	0.3729313999999988	trials	141.3173753	True	boo	
142.2701195	0.42011479999999324	trials	142.2982481	True	lee	
146.6727052	0.33754369999999767	trials	146.7425731	True	koo	
147.457585	0.5172039999999924	trials	147.6472264	True	see	
148.5491576	0.4446140000000014	trials	148.6689312	True	too	
149.6824696	0.39561570000000756	trials	149.7096908	True	daa	
151.8547264	0.4473361000000011	trials	152.0507195	True	saa	
172.8731714	0.45278040000002306	trials	173.0056482	True	wee	
173.7152158	0.5017786999999885	trials	173.9166532	True	shee	
174.9183957	0.3683943999999997	trials	174.952876	True	poo	
175.6470182	0.5181114000000093	trials	175.801272	True	shaa	
176.32032839551744	0.5932649640079148	invalid_times				
177.2022597	0.5026859999999829	trials	177.2694055	True	ree	
178.0842287	0.4219294999999761	trials	178.1341343	True	vaa	
180.3553894	0.3874492999999859	trials	180.4198131	True	loo	
182.9586496	0.47364999999999213	trials	183.0330544	True	laa	
183.793435	0.4382624000000135	trials	183.866025	True	taa	
184.813325	0.48363109999999665	trials	184.9693936	True	zoo	
186.0074311	0.42283700000001545	trials	186.0800212	True	hee	
186.8013846	0.47364999999999213	trials	186.9157139	True	faa	
189.2050222	0.5017785999999944	trials	189.3030188	True	tee	
190.0225675	0.4319107000000031	trials	190.091528	True	moo	
191.1250287	0.4055968000000121	trials	191.1994335	True	koo	
192.1421966	0.4391697000000079	trials	192.1821211	True	fee	
192.9833336	0.4845384999999851	trials	193.1439391	True	shoo	
194.2863248	0.3783755000000042	trials	194.3298788	True	maa	
195.6437584	0.4110411000000056	trials	195.6936641	True	roo	
196.4876176	0.4346328999999969	trials	196.5447823	True	lee	
197.3758789	0.6742391999999882	trials	197.588264	True	yee	
198.9393461	0.4382623000000194	trials	198.9765485	True	raa	
199.8521658	0.5344441000000018	trials	200.021845	True	soo	
201.1696749	0.448243500000018	trials	201.1978036	True	doo	
202.2204157	0.4046895000000177	trials	202.2340264	True	bee	
203.3514159	0.498646100000002	trials	203.4099849	True	yaa	
204.4933912	0.4609468000000163	trials	204.5079092	True	baa	
205.6475728	0.45550249999999437	trials	205.6974785	True	nee	
208.1954831	0.47002050000000395	trials	208.3025534	True	kee	
209.3233508	0.44370660000001294	trials	209.4177178	True	too	
210.6018428	0.46003930000000537	trials	210.6662664	True	thoo	
211.4947002	0.522648299999986	trials	211.6162885	True	saa	
212.509146	0.4346328000000028	trials	212.5372746	True	thaa	
213.6669571	0.3847272000000146	trials	213.6887341	True	goo	
214.4209861	0.38654189999999744	trials	214.4463926	True	boo	
215.0534268	0.510852299999982	trials	215.1632192	True	woo	
217.4153251	0.44098440000001915	trials	217.4670455	True	naa	
218.0087486	0.4319107000000031	trials	218.0450436	True	waa	
218.8852733	0.4137632000000053	trials	218.9143093	True	gaa	
219.7926488	0.4618541000000107	trials	219.9242182	True	zee	
220.7227086	0.3947082999999907	trials	220.7553741	True	paa	
221.5420686	0.38563460000000305	trials	221.5919743	True	mee	
222.4167786	0.45731720000000564	trials	222.5320153	True	zaa	
223.4902037	0.3457100999999909	trials	223.5074439	True	hoo	
224.2768983	0.3919860999999969	trials	224.2995826	True	daa	
225.8457504	0.485445900000002	trials	225.9755051	True	see	
226.6324449	0.38563460000000305	trials	226.6732768	True	pee	
227.3120691	0.39833790000000135	trials	227.3719559	True	kaa	
228.1528199	0.38692819999999983	trials	228.2194446	True	yoo	
230.212078	0.4418549000000098	trials	230.3073155	True	voo	
231.1148797	0.36385750000002304	trials	231.1466378	True	vee	
231.9079258	0.3193961999999999	trials	231.9596462	True	haa	
241.573878	0.38294179999999756	trials	241.6413063	True	hee	
242.1311155	0.40711410000000114	trials	242.1692824	True	thaa	
243.6806936	0.4147473999999818	trials	243.7595719	True	tee	
244.3715153	0.4007530000000088	trials	244.391871	True	vee	
245.7149919	0.43510319999998615	trials	245.7938702	True	lee	
246.3325453	0.4752935000000207	trials	246.380369	True	yaa	
247.8485242	0.4987147999999877	trials	248.1029705	True	zoo	
249.1665562	0.4223807999999849	trials	249.2441623	True	noo	
251.5469014	0.42365320000001816	trials	251.6130575	True	haa	
252.5837702	0.39439179999999396	trials	252.6257538	True	woo	
253.7618566	0.4172920000000033	trials	253.8483684	True	fee	
254.9933768	0.3727638999999954	trials	255.0035547	True	baa	
256.16523444904414	1.664465086354653	invalid_times				
256.4233651	0.4032973999999854	trials	256.4971546	True	gee	
257.5645569	0.30660779999999477	trials	257.5760069	True	boo	
258.1854059	0.44655330000000504	trials	258.2820955	True	maa	
259.4945322	0.37785270000000537	trials	259.5034378	True	bee	
261.4117852	0.3562248000000068	trials	261.4881191	True	koo	
262.3570532	0.37785280000002786	trials	262.3875868	True	vaa	
263.6203792	0.4516421999999807	trials	263.6839908	True	yee	
265.3646087	0.4287420999999654	trials	265.4345814	True	thoo	
