onset	duration	nwb_table	cv_transition_time	speak	condition	label
0.3720095936127737	1.422128747305389	invalid_times				
3.3799546	0.5081273999999998	trials	3.4951906	True	raa	
4.1466825	0.5190159000000003	trials	4.3553777	True	shee	
5.037589869860278	0.4740429157684627	invalid_times				
5.123013	0.4954242999999998	trials	5.3317082	True	yoo	
6.5239929	0.35931859999999993	trials	6.5475845	True	baa	
7.4812686	0.49723890000000015	trials	7.64641	True	zee	
8.6100373	0.39833559999999935	trials	8.6327216	True	gee	
9.6281069	0.4427966999999988	trials	9.7170292	True	kee	
10.684286	0.5299042000000007	trials	10.8448905	True	ree	
13.08791	0.6161044999999987	trials	13.1586849	True	voo	
15.006091	0.5707359000000007	trials	15.1086238	True	noo	
16.9188277	0.39833559999999935	trials	16.9378825	True	dee	
17.826198	0.6061233999999978	trials	17.8761034	True	yee	
19.051148	0.48272099999999796	trials	19.1446072	True	koo	
20.1263819	0.5571254000000003	trials	20.1989715	True	fee	
21.3722014	0.5417000999999999	trials	21.4711048	True	hee	
22.3666793	0.5789022999999993	trials	22.5064143	True	vaa	
23.6587747	0.5589401000000009	trials	23.772196	True	loo	
24.68864	0.460036800000001	trials	24.7467117	True	hoo	
25.7883729	0.46275890000000075	trials	25.8682215	True	kaa	
26.8245899	0.4046871000000003	trials	26.8853837	True	poo	
28.258235	0.5616623000000018	trials	28.2736603	True	bee	
29.6220127	0.4917946999999998	trials	29.696417	True	paa	
31.5991727	0.5135716000000023	trials	31.6690402	True	taa	
33.2079403	0.5326264000000052	trials	33.2632899	True	naa	
34.5172758	0.5743653999999978	trials	34.6724361	True	saa	
36.9399546	0.6052159999999986	trials	37.1132623	True	shoo	
38.4470968	0.46457360000000136	trials	38.469781	True	foo	
39.8054302	0.43644509999999315	trials	39.8281145	True	daa	
41.1673931	0.5299042999999983	trials	41.2780923	True	faa	
42.8451209	0.44007460000000265	trials	42.8768789	True	goo	
44.2760439	0.47818420000000117	trials	44.3323009	True	mee	
45.6461732	0.5970496999999995	trials	45.8240178	True	zaa	
46.9727486	0.5054052999999996	trials	47.2222755	True	see	
48.3365263	0.6269928999999976	trials	48.6159964	True	zoo	
49.7801525	0.5407927999999984	trials	49.8944812	True	too	
51.425215	0.5580327999999994	trials	51.5286552	True	vee	
52.7472536	0.36476290000000233	trials	52.7744747	True	thaa	
54.3197264	0.5117569000000017	trials	54.4186298	True	moo	
55.7905738	0.4373525000000029	trials	55.820517	True	thoo	
57.0763176	0.5507737999999947	trials	57.1479998	True	nee	
