name	electrode_name	type	units	sampling_frequency	stream_id	gain
ch113	e113	n/a	V	3051.7578	ElectricalSeries	0.001
ch114	e114	n/a	V	3051.7578	ElectricalSeries	0.001
ch115	e115	n/a	V	3051.7578	ElectricalSeries	0.001
ch116	e116	n/a	V	3051.7578	ElectricalSeries	0.001
ch117	e117	n/a	V	3051.7578	ElectricalSeries	0.001
ch118	e118	n/a	V	3051.7578	ElectricalSeries	0.001
ch119	e119	n/a	V	3051.7578	ElectricalSeries	0.001
ch120	e120	n/a	V	3051.7578	ElectricalSeries	0.001
ch121	e121	n/a	V	3051.7578	ElectricalSeries	0.001
ch122	e122	n/a	V	3051.7578	ElectricalSeries	0.001
ch123	e123	n/a	V	3051.7578	ElectricalSeries	0.001
ch124	e124	n/a	V	3051.7578	ElectricalSeries	0.001
ch125	e125	n/a	V	3051.7578	ElectricalSeries	0.001
ch126	e126	n/a	V	3051.7578	ElectricalSeries	0.001
ch127	e127	n/a	V	3051.7578	ElectricalSeries	0.001
ch128	e128	n/a	V	3051.7578	ElectricalSeries	0.001
ch129	e129	n/a	V	3051.7578	ElectricalSeries	0.001
ch130	e130	n/a	V	3051.7578	ElectricalSeries	0.001
ch131	e131	n/a	V	3051.7578	ElectricalSeries	0.001
ch132	e132	n/a	V	3051.7578	ElectricalSeries	0.001
ch133	e133	n/a	V	3051.7578	ElectricalSeries	0.001
ch134	e134	n/a	V	3051.7578	ElectricalSeries	0.001
ch135	e135	n/a	V	3051.7578	ElectricalSeries	0.001
ch136	e136	n/a	V	3051.7578	ElectricalSeries	0.001
ch137	e137	n/a	V	3051.7578	ElectricalSeries	0.001
ch138	e138	n/a	V	3051.7578	ElectricalSeries	0.001
ch139	e139	n/a	V	3051.7578	ElectricalSeries	0.001
ch140	e140	n/a	V	3051.7578	ElectricalSeries	0.001
ch141	e141	n/a	V	3051.7578	ElectricalSeries	0.001
ch142	e142	n/a	V	3051.7578	ElectricalSeries	0.001
ch143	e143	n/a	V	3051.7578	ElectricalSeries	0.001
ch144	e144	n/a	V	3051.7578	ElectricalSeries	0.001
ch145	e145	n/a	V	3051.7578	ElectricalSeries	0.001
ch146	e146	n/a	V	3051.7578	ElectricalSeries	0.001
ch147	e147	n/a	V	3051.7578	ElectricalSeries	0.001
ch148	e148	n/a	V	3051.7578	ElectricalSeries	0.001
ch149	e149	n/a	V	3051.7578	ElectricalSeries	0.001
ch150	e150	n/a	V	3051.7578	ElectricalSeries	0.001
ch151	e151	n/a	V	3051.7578	ElectricalSeries	0.001
ch152	e152	n/a	V	3051.7578	ElectricalSeries	0.001
ch153	e153	n/a	V	3051.7578	ElectricalSeries	0.001
ch154	e154	n/a	V	3051.7578	ElectricalSeries	0.001
ch155	e155	n/a	V	3051.7578	ElectricalSeries	0.001
ch156	e156	n/a	V	3051.7578	ElectricalSeries	0.001
ch157	e157	n/a	V	3051.7578	ElectricalSeries	0.001
ch158	e158	n/a	V	3051.7578	ElectricalSeries	0.001
ch159	e159	n/a	V	3051.7578	ElectricalSeries	0.001
ch160	e160	n/a	V	3051.7578	ElectricalSeries	0.001
ch161	e161	n/a	V	3051.7578	ElectricalSeries	0.001
ch162	e162	n/a	V	3051.7578	ElectricalSeries	0.001
ch163	e163	n/a	V	3051.7578	ElectricalSeries	0.001
ch164	e164	n/a	V	3051.7578	ElectricalSeries	0.001
ch165	e165	n/a	V	3051.7578	ElectricalSeries	0.001
ch166	e166	n/a	V	3051.7578	ElectricalSeries	0.001
ch167	e167	n/a	V	3051.7578	ElectricalSeries	0.001
ch168	e168	n/a	V	3051.7578	ElectricalSeries	0.001
ch169	e169	n/a	V	3051.7578	ElectricalSeries	0.001
ch170	e170	n/a	V	3051.7578	ElectricalSeries	0.001
ch171	e171	n/a	V	3051.7578	ElectricalSeries	0.001
ch172	e172	n/a	V	3051.7578	ElectricalSeries	0.001
ch173	e173	n/a	V	3051.7578	ElectricalSeries	0.001
ch174	e174	n/a	V	3051.7578	ElectricalSeries	0.001
ch175	e175	n/a	V	3051.7578	ElectricalSeries	0.001
ch176	e176	n/a	V	3051.7578	ElectricalSeries	0.001
ch177	e177	n/a	V	3051.7578	ElectricalSeries	0.001
ch178	e178	n/a	V	3051.7578	ElectricalSeries	0.001
ch179	e179	n/a	V	3051.7578	ElectricalSeries	0.001
ch180	e180	n/a	V	3051.7578	ElectricalSeries	0.001
ch181	e181	n/a	V	3051.7578	ElectricalSeries	0.001
ch182	e182	n/a	V	3051.7578	ElectricalSeries	0.001
ch183	e183	n/a	V	3051.7578	ElectricalSeries	0.001
ch184	e184	n/a	V	3051.7578	ElectricalSeries	0.001
ch185	e185	n/a	V	3051.7578	ElectricalSeries	0.001
ch186	e186	n/a	V	3051.7578	ElectricalSeries	0.001
ch187	e187	n/a	V	3051.7578	ElectricalSeries	0.001
ch188	e188	n/a	V	3051.7578	ElectricalSeries	0.001
ch189	e189	n/a	V	3051.7578	ElectricalSeries	0.001
ch190	e190	n/a	V	3051.7578	ElectricalSeries	0.001
ch191	e191	n/a	V	3051.7578	ElectricalSeries	0.001
ch192	e192	n/a	V	3051.7578	ElectricalSeries	0.001
ch193	e193	n/a	V	3051.7578	ElectricalSeries	0.001
ch194	e194	n/a	V	3051.7578	ElectricalSeries	0.001
ch195	e195	n/a	V	3051.7578	ElectricalSeries	0.001
ch196	e196	n/a	V	3051.7578	ElectricalSeries	0.001
ch197	e197	n/a	V	3051.7578	ElectricalSeries	0.001
ch198	e198	n/a	V	3051.7578	ElectricalSeries	0.001
ch199	e199	n/a	V	3051.7578	ElectricalSeries	0.001
ch200	e200	n/a	V	3051.7578	ElectricalSeries	0.001
ch201	e201	n/a	V	3051.7578	ElectricalSeries	0.001
ch202	e202	n/a	V	3051.7578	ElectricalSeries	0.001
ch203	e203	n/a	V	3051.7578	ElectricalSeries	0.001
ch204	e204	n/a	V	3051.7578	ElectricalSeries	0.001
ch205	e205	n/a	V	3051.7578	ElectricalSeries	0.001
ch206	e206	n/a	V	3051.7578	ElectricalSeries	0.001
ch207	e207	n/a	V	3051.7578	ElectricalSeries	0.001
ch208	e208	n/a	V	3051.7578	ElectricalSeries	0.001
ch209	e209	n/a	V	3051.7578	ElectricalSeries	0.001
ch210	e210	n/a	V	3051.7578	ElectricalSeries	0.001
ch211	e211	n/a	V	3051.7578	ElectricalSeries	0.001
ch212	e212	n/a	V	3051.7578	ElectricalSeries	0.001
ch213	e213	n/a	V	3051.7578	ElectricalSeries	0.001
ch214	e214	n/a	V	3051.7578	ElectricalSeries	0.001
ch215	e215	n/a	V	3051.7578	ElectricalSeries	0.001
ch216	e216	n/a	V	3051.7578	ElectricalSeries	0.001
ch217	e217	n/a	V	3051.7578	ElectricalSeries	0.001
ch218	e218	n/a	V	3051.7578	ElectricalSeries	0.001
ch219	e219	n/a	V	3051.7578	ElectricalSeries	0.001
ch220	e220	n/a	V	3051.7578	ElectricalSeries	0.001
ch221	e221	n/a	V	3051.7578	ElectricalSeries	0.001
ch222	e222	n/a	V	3051.7578	ElectricalSeries	0.001
ch223	e223	n/a	V	3051.7578	ElectricalSeries	0.001
ch224	e224	n/a	V	3051.7578	ElectricalSeries	0.001
ch225	e225	n/a	V	3051.7578	ElectricalSeries	0.001
ch226	e226	n/a	V	3051.7578	ElectricalSeries	0.001
ch227	e227	n/a	V	3051.7578	ElectricalSeries	0.001
ch228	e228	n/a	V	3051.7578	ElectricalSeries	0.001
ch229	e229	n/a	V	3051.7578	ElectricalSeries	0.001
ch230	e230	n/a	V	3051.7578	ElectricalSeries	0.001
ch231	e231	n/a	V	3051.7578	ElectricalSeries	0.001
ch232	e232	n/a	V	3051.7578	ElectricalSeries	0.001
ch233	e233	n/a	V	3051.7578	ElectricalSeries	0.001
ch234	e234	n/a	V	3051.7578	ElectricalSeries	0.001
ch235	e235	n/a	V	3051.7578	ElectricalSeries	0.001
ch236	e236	n/a	V	3051.7578	ElectricalSeries	0.001
ch237	e237	n/a	V	3051.7578	ElectricalSeries	0.001
ch238	e238	n/a	V	3051.7578	ElectricalSeries	0.001
ch239	e239	n/a	V	3051.7578	ElectricalSeries	0.001
ch240	e240	n/a	V	3051.7578	ElectricalSeries	0.001
ch241	e241	n/a	V	3051.7578	ElectricalSeries	0.001
ch242	e242	n/a	V	3051.7578	ElectricalSeries	0.001
ch243	e243	n/a	V	3051.7578	ElectricalSeries	0.001
ch244	e244	n/a	V	3051.7578	ElectricalSeries	0.001
ch245	e245	n/a	V	3051.7578	ElectricalSeries	0.001
ch246	e246	n/a	V	3051.7578	ElectricalSeries	0.001
ch247	e247	n/a	V	3051.7578	ElectricalSeries	0.001
ch248	e248	n/a	V	3051.7578	ElectricalSeries	0.001
ch249	e249	n/a	V	3051.7578	ElectricalSeries	0.001
ch250	e250	n/a	V	3051.7578	ElectricalSeries	0.001
ch251	e251	n/a	V	3051.7578	ElectricalSeries	0.001
ch252	e252	n/a	V	3051.7578	ElectricalSeries	0.001
ch253	e253	n/a	V	3051.7578	ElectricalSeries	0.001
ch254	e254	n/a	V	3051.7578	ElectricalSeries	0.001
ch255	e255	n/a	V	3051.7578	ElectricalSeries	0.001
